user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260217_bin.13.s	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	GCF_000010425.1	95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	97.26	0.89	GCF_000010425.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	97.26	0.89	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 89.29, 0.82; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 86.14, 0.77; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.36, 86.03, 0.75; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.36, 85.83, 0.72; GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 85.61, 0.7; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.2, 85.37, 0.7; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 84.03, 0.71; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 83.94, 0.64; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 83.91, 0.7; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 83.85, 0.13; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 83.75, 0.64; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 81.42, 0.09; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 81.18, 0.09; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 81.11, 0.09; GCF_002259685.1, s__Bifidobacterium eulemuris, 95.0, 80.84, 0.09; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 80.83, 0.08"	54.05	11	N/A	N/A
ERR260217_bin.6.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.6	0.97	GCF_000154205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.6	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000614125.1, s__Bacteroides rodentium, 95.0, 94.56, 0.86; GCA_002491635.1, s__Bacteroides sp002491635, 95.0, 91.76, 0.62; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 82.02, 0.6; GCF_900129655.1, s__Bacteroides clarus, 95.0, 80.65, 0.48; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 80.53, 0.49; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 80.32, 0.46; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 80.17, 0.47; GCA_003545565.1, s__Bacteroides sp003545565, 95.0, 79.97, 0.48; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 79.97, 0.5; GCF_002998535.1, s__Bacteroides heparinolyticus, 95.0, 79.84, 0.47; GCF_900241005.1, s__Bacteroides cutis, 95.0, 79.74, 0.43; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 79.68, 0.48; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 79.67, 0.45; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 79.66, 0.47; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 79.64, 0.45; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 79.51, 0.45; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 79.44, 0.48; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 79.15, 0.13; GCA_000437135.1, s__Bacteroides intestinalis_A, 95.0, 79.11, 0.36"	75.97	11	N/A	N/A
ERR260217_bin.7.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	GCF_000158035.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.06	0.99	GCF_000158035.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.06	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.24, 0.88; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 87.48, 0.77; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 83.43, 0.12; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 83.29, 0.76"	51.29	11	N/A	N/A
ERR260217_bin.18.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	GCF_000012825.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	99.19	0.98	GCF_000012825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	99.19	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000156075.1, s__Bacteroides_B dorei, 95.35, 95.92, 0.96; GCA_000614185.1, s__Bacteroides_B sartorii, 95.0, 90.13, 0.84; GCF_000382445.1, s__Bacteroides_B massiliensis, 95.0, 81.36, 0.49; GCA_002493165.1, s__Bacteroides_B sp002493165, 95.0, 80.15, 0.45"	87.78	11	N/A	N/A
ERR260217_bin.17.o	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.2	0.99	GCF_000154465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.2	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	54.9	11	N/A	N/A
ERR260217_bin.20.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Placement	taxonomic novelty determined using RED	N/A	42.98	11	0.998374594	N/A
ERR260217_bin.21.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__	Placement	taxonomic classification fully defined by topology	N/A	50.83	11	0.998730648	N/A
ERR260217_bin.9.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	Placement	taxonomic classification fully defined by topology	N/A	47.66	11	0.998686115	N/A
ERR260217_bin.3.o	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	Placement	taxonomic classification fully defined by topology	N/A	45.02	11	0.998220083	N/A
ERR260218_bin.16.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	GCA_900066885.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	98.55	0.9	GCA_900066885.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	98.55	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.94	11	N/A	N/A
ERR260218_bin.1.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__CAG-552;s__CAG-552 sp000435495	GCA_000435495.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__CAG-552;s__CAG-552 sp000435495	99.03	0.98	GCA_000435495.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__CAG-552;s__CAG-552 sp000435495	99.03	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	68.71	11	N/A	N/A
ERR260218_bin.5.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	GCA_000434435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	97.82	0.93	GCA_000434435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	97.82	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002449145.1, s__CAG-475 sp002449145, 95.0, 83.73, 0.74; GCA_002476605.1, s__CAG-475 sp002476605, 95.0, 80.43, 0.56; GCA_002297185.1, s__CAG-475 sp002297185, 95.0, 80.13, 0.56; GCA_002478945.1, s__CAG-475 sp002478945, 95.0, 80.12, 0.55; GCA_900322215.1, s__CAG-475 sp900322215, 95.0, 78.2, 0.24; GCA_002308155.1, s__CAG-475 sp002308155, 95.0, 77.34, 0.16"	91.71	11	N/A	N/A
ERR260218_bin.9.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	GCA_900066565.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	98.12	0.99	GCA_900066565.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	98.12	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066365.1, s__Acetatifactor sp900066365, 95.0, 88.91, 0.91"	48.43	11	N/A	N/A
ERR260218_bin.12.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	GCA_900066395.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	98.66	0.92	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__	ANI/Placement	topological placement and ANI have incongruent species assignments	"GCA_900315735.1, s__CAG-45 sp900315735, 95.0, 94.17, 0.87"	85	11	N/A	N/A
ERR260218_bin.13.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	GCA_900066165.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	97.67	0.93	GCA_900066165.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	97.67	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 83.79, 0.73; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.99, 0.14; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.81, 0.34; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 79.81, 0.29; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.75, 0.3; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 79.53, 0.15; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 79.44, 0.35; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 79.29, 0.14; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.62, 0.18"	60.77	11	N/A	N/A
ERR260218_bin.10.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.91	0.96	GCF_001405555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.91	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	61.03	11	N/A	N/A
ERR260218_bin.6.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	GCF_000154425.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	98.54	1	GCF_000154425.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	98.54	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 89.19, 0.96"	46.49	11	N/A	N/A
ERR260218_bin.7.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	GCA_000431815.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	98.85	0.94	GCA_000431815.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	98.85	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000156015.1, s__Butyrivibrio_A crossotus, 95.0, 81.56, 0.25"	89.48	11	N/A	N/A
ERR260218_bin.3.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	GCA_900066985.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	96.61	0.97	GCA_900066985.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	96.61	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	53.13	11	N/A	N/A
ERR260218_bin.14.s	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	GCA_003539625.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	99.28	0.92	GCA_003539625.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	99.28	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	64.98	11	N/A	N/A
ERR260218_bin.8.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	GCF_000012825.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	99.49	0.97	GCF_000012825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	99.49	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000156075.1, s__Bacteroides_B dorei, 95.35, 95.65, 0.92; GCA_000614185.1, s__Bacteroides_B sartorii, 95.0, 90.45, 0.78; GCF_000382445.1, s__Bacteroides_B massiliensis, 95.0, 81.97, 0.45; GCA_002493165.1, s__Bacteroides_B sp002493165, 95.0, 80.11, 0.39"	94.98	11	N/A	N/A
ERR260218_bin.15.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	GCA_000433355.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	98.03	0.82	GCA_000433355.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	98.03	0.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000431015.1, s__RC9 sp000431015, 95.0, 88.65, 0.74; GCA_002321335.1, s__RC9 sp002321335, 95.0, 84.71, 0.65; GCA_002438845.1, s__RC9 sp002438845, 95.0, 84.53, 0.68; GCA_002314195.1, s__RC9 sp002314195, 95.0, 84.44, 0.66; GCA_002439875.1, s__RC9 sp002439875, 95.0, 83.84, 0.63; GCA_002437305.1, s__RC9 sp002437305, 95.0, 83.03, 0.68; GCA_002297815.1, s__RC9 sp002297815, 95.0, 82.62, 0.56; GCA_900319685.1, s__RC9 sp900319685, 95.0, 78.68, 0.29; GCA_900320185.1, s__RC9 sp900320185, 95.0, 78.18, 0.24"	95.46	11	N/A	N/A
ERR260218_bin.4.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	Placement	taxonomic classification fully defined by topology	N/A	52.8	11	0.999318651	N/A
ERR260218_bin.11.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Placement	taxonomic novelty determined using RED	N/A	49.37	11	0.998164271	N/A
ERR260218_bin.17.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_000431335.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	82.46	0.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	Placement	taxonomic classification fully defined by topology	"GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 78.97, 0.42; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 78.87, 0.42; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 78.69, 0.4; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 78.29, 0.36; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 78.25, 0.42; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 78.22, 0.42; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 77.84, 0.29; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 77.79, 0.34; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 77.65, 0.34; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.19, 0.28"	76.01	11	0.954896759	N/A
ERR260218_bin.2.p	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Placement	taxonomic classification fully defined by topology	N/A	54.88	11	0.999176886	N/A
ERR260219_bin.8.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.6	0.94	GCF_002834235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.6	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 94.77, 0.88; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 79.92, 0.39; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.59, 0.36; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.43, 0.44; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.24, 0.33; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.85, 0.4; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.69, 0.37"	78.21	11	N/A	N/A
ERR260219_bin.4.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.46	0.95	GCF_001405615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.46	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 90.96, 0.69; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 79.49, 0.37"	74.37	11	N/A	N/A
ERR260219_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	GCF_000020605.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.13	0.91	GCF_000020605.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.13	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 95.26, 0.81; GCF_001405615.1, s__Agathobacter faecis, 95.0, 79.06, 0.23"	66.61	11	N/A	N/A
ERR260219_bin.9.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	GCA_900319515.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	95.46	0.79	GCA_900319515.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	95.46	0.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002431865.1, s__CAG-127 sp002431865, 95.0, 91.19, 0.76; GCA_002404515.1, s__CAG-127 sp002404515, 95.0, 90.09, 0.73"	53.33	11	N/A	N/A
